movieId|sim_moveId|relevance
1|588|0.8838495331760665
1|673|0.850932130297435
1|364|0.8405464081333157
1|596|0.8399482150881145
1|745|0.8387472137213227
2|60|0.894310119521385
2|126|0.8719418646751936
2|158|0.8532884090476722
2|558|0.836325668241849
2|146|0.8320746310117981
3|122|0.9099051172371004
3|295|0.9053574081543236
3|186|0.8990470569661663
3|447|0.8982891926148604
3|237|0.8951425672791347
4|195|0.9163538485552926
4|351|0.9073180107679167
4|539|0.9025588494318844
4|361|0.9020723589044153
4|46|0.8964339381715466
5|603|0.895586382354207
5|934|0.8954279328210423
5|830|0.8852312516674958
5|486|0.8833692202187235
5|489|0.8803500303891986
6|293|0.9079933370737054
6|555|0.8845871004071824
6|479|0.8838265635915659
6|165|0.8708458323902
6|474|0.8570336914352235
7|915|0.9376713843448589
7|237|0.934308877852148
7|252|0.9299645042446621
7|597|0.924474826705417
7|339|0.9237704254459321
8|828|0.9220426890812573
8|754|0.890213273504644
8|146|0.8841428913098404
8|711|0.8777164169813982
8|484|0.8705876133385938
9|204|0.939015747000439
9|71|0.8939885870789225
9|251|0.8715486469457061
9|980|0.8639440946596562
9|227|0.861928547026386
10|733|0.911875835094525
10|648|0.900550161849551
10|836|0.889297088953006
10|494|0.8887706301483063
10|95|0.8875883758817056
11|539|0.9233146503501316
11|440|0.9158825779752585
11|361|0.9132706688191415
11|852|0.9009899478693413
11|378|0.8927580457317559
12|520|0.8716772633797066
12|93|0.8570710775934124
12|842|0.8564650524455915
12|445|0.8530786124097878
12|743|0.8501108732439345
13|484|0.8748184522259973
13|709|0.8743599448653685
13|313|0.8677809049394273
13|616|0.8643653826748583
13|238|0.8604041164814055
14|300|0.9031025741932255
14|475|0.9029877488740394
14|297|0.8944439495611682
14|954|0.8879799329172597
14|354|0.8860288112760384
15|552|0.8784567047837979
15|736|0.8572135664424312
15|761|0.8291518107242575
15|940|0.8267281547180324
15|809|0.8256737284661386
16|431|0.960007697198864
16|858|0.9310217865142959
16|81|0.8897676316078084
16|318|0.8808453114892789
16|268|0.875927490230788
17|28|0.9714522357594259
17|613|0.932549583150502
17|838|0.9150392144096555
17|515|0.912652770109431
17|902|0.9052674460679749
18|228|0.9056241508621613
18|394|0.9041927287621331
18|518|0.9006732802409124
18|176|0.8992096946758906
18|125|0.8982666673695152
19|344|0.9537922853845708
19|520|0.9235584406423836
19|65|0.9215678376161283
19|333|0.9173173717530841
19|216|0.9133681227475531
20|145|0.9229752891312103
20|420|0.8663029582138535
20|165|0.8632920409737981
20|315|0.8620909124890066
20|996|0.8579932238199006
21|296|0.8827374391039235
21|555|0.8777840837675132
21|608|0.8751573412804672
21|521|0.8300576236944955
21|910|0.8266141012963448
22|628|0.8924668075284932
22|463|0.8528734694723363
22|554|0.8485516816730939
22|257|0.8475901386824622
22|593|0.8342915658252269
23|165|0.8924402678246854
23|479|0.892014332056879
23|349|0.8749719323541172
23|464|0.8694779712399625
23|185|0.8691905544917484
24|282|0.8500905291783545
24|418|0.830378215277066
24|219|0.8270961335557175
24|491|0.8267939759055429
24|31|0.8239020884335962
25|764|0.9045448827385423
25|509|0.8938220815721402
25|381|0.8827459502118007
25|215|0.8823003584841589
25|249|0.8798894061600094
26|211|0.9248480265806471
26|334|0.9192746177486912
26|148|0.9097283814218964
26|949|0.9096900324429662
26|538|0.9088105047085804
27|917|0.8660696139213557
27|262|0.8499578692891306
27|835|0.8446099632248474
27|219|0.8427006633492599
27|80|0.8313875378059884
28|17|0.9714522357594259
28|613|0.9456857326456
28|838|0.916900992075778
28|515|0.9092078238294787
28|902|0.8908466692763104
29|924|0.8311446075196857
29|680|0.7926113376346478
29|32|0.792523808453949
29|314|0.7824695898407937
29|923|0.7724729081692923
30|850|0.9023617642214441
30|97|0.8951085625640344
30|247|0.8838847121905066
30|117|0.8810855800630739
30|268|0.8794569822906207
31|491|0.9225951159339312
31|62|0.9131791029946454
31|219|0.9020764248525425
31|408|0.8991564879234192
31|524|0.8985323105699436
32|47|0.8527217914469087
32|198|0.8510866626896219
32|541|0.8471905646287893
32|904|0.8307806144815928
32|50|0.8230553854367357
33|638|0.7741692678855531
33|941|0.7554833988695759
33|552|0.7550180421439523
33|15|0.7549978838821687
33|362|0.7515188196845735
34|241|0.9081299205963205
34|531|0.8801594579989832
34|455|0.8774161971005675
34|262|0.8650724988655163
34|917|0.8620556412531319
35|202|0.9221767435513498
35|534|0.9092797599783315
35|488|0.9017525592290985
35|509|0.9011216233756103
35|85|0.8969590585803296
36|290|0.9211237496219437
36|318|0.9118907656003161
36|858|0.886075112631309
36|117|0.8841432433378286
36|97|0.8797043600549096
37|759|0.8653773238718707
37|192|0.8478264690529762
37|556|0.8451077066509542
37|108|0.8430198684951822
37|769|0.8351392316851556
38|575|0.8953452633542516
38|87|0.8915913230666863
38|54|0.8906417994888387
38|250|0.8863753595864622
38|840|0.885330095906538
39|122|0.8598984288817255
39|180|0.8583756500593351
39|252|0.8564765882137779
39|276|0.8512415976699998
39|708|0.8478087449152689
40|650|0.9039785599359842
40|949|0.888800926018585
40|211|0.8803519018184066
40|138|0.880094548562244
40|279|0.8778010221809782
41|26|0.8751431874317926
41|527|0.8695920299995312
41|73|0.8671492857732443
41|632|0.8653018762118104
41|214|0.8648168964645901
42|493|0.9204589012874639
42|875|0.8813633890071029
42|384|0.873283953535331
42|431|0.8586171977630432
42|78|0.8584846863401606
43|650|0.9125172094554168
43|254|0.9013023147738367
43|26|0.9010145666432674
43|452|0.8948455344346747
43|944|0.8929397744731841
44|393|0.9473019480957691
44|653|0.8667205383994245
44|704|0.8533326875307488
44|485|0.8501297778282361
44|546|0.84313757011547
45|319|0.8988251619379171
45|322|0.8646434850941915
45|608|0.8631871830378861
45|627|0.8478547172091946
45|567|0.8434822995195067
46|105|0.9372629013272575
46|182|0.9158738490465366
46|207|0.9126616897815204
46|270|0.9069104396424374
46|74|0.9059953756285857
47|904|0.931623695902331
47|50|0.9095131449253958
47|335|0.8713069785303283
47|257|0.8644334965903524
47|903|0.8614476712664451
48|783|0.9308516670178086
48|595|0.8891902263200075
48|364|0.8859017053786266
48|594|0.8756218736337636
48|313|0.8526760971879027
49|461|0.9163555118689051
49|987|0.8890669917843145
49|488|0.8872880986180396
49|35|0.8867671546276592
49|630|0.8809869464878689
50|47|0.9095131449253958
50|904|0.8877654759283409
50|628|0.8684729876331626
50|555|0.8651811575471858
50|593|0.8623941407949796
51|675|0.49946423611440727
51|591|0.4929276293677166
51|786|0.48110331060991096
51|315|0.47642314582837786
51|78|0.45721096307501025
52|281|0.9250215725196933
52|909|0.9158105906932863
52|359|0.9005940003860928
52|803|0.8949954515862426
52|232|0.8936679327603692
53|124|0.8319947786079358
53|90|0.8158333728962761
53|573|0.8152948079575342
53|846|0.8113700885737388
53|334|0.8107823180147784
54|575|0.9214167098602902
54|374|0.9179649828116905
54|250|0.9128913393969155
54|840|0.909188196884203
54|87|0.9067417545668182
55|621|0.8946437717761523
55|341|0.8925892564625219
55|535|0.8914787315929553
55|369|0.8888288080202362
55|334|0.8886362164098127
56|258|0.8799849708698775
56|243|0.8749272104188852
56|126|0.8577744488861782
56|355|0.8564068089112332
56|810|0.8484357083421781
57|341|0.9266209223627356
57|375|0.9165103614070427
57|621|0.9113215690205503
57|279|0.9037075949815085
57|846|0.8999318823041529
58|916|0.9059072048432484
58|753|0.9035165731331818
58|232|0.9021329672855641
58|534|0.8843805944519967
58|224|0.8815742580959179
59|824|0.9107669919596987
59|923|0.8702638462611406
59|309|0.8502302454235379
59|113|0.849709799842774
59|800|0.8400003004959382
60|126|0.9065990575606848
60|2|0.894310119521385
60|828|0.8659643803592507
60|8|0.8637560626182484
60|558|0.8635749245129681
61|805|0.9325037427330435
61|79|0.8658814587707523
61|640|0.8646398893237407
61|229|0.8600119378572295
61|280|0.859375189493059
62|31|0.9131791029946454
62|524|0.9086613659952929
62|491|0.9063969855736865
62|848|0.9040401458787793
62|282|0.8977196456486558
63|520|0.8703051660904979
63|785|0.8699745668507802
63|449|0.8673739029049385
63|65|0.8624539668144519
63|429|0.8570697557966072
64|295|0.9305134592587181
64|499|0.9163054298419016
64|118|0.9130763404281144
64|294|0.9058019411700768
64|447|0.9046524592425217
65|747|0.9475077413851917
65|174|0.944134836789881
65|325|0.9341352216132964
65|102|0.9338501318412911
65|216|0.9335513359879288
66|172|0.9108929426589093
66|338|0.8958303331062734
66|286|0.8804392663673727
66|379|0.8791352265526121
66|692|0.8736179565617501
67|219|0.9042603541667432
67|523|0.8966309494722213
67|483|0.8934148156953485
67|90|0.8866572128278554
67|525|0.883500106423639
68|550|0.8850548411455456
68|287|0.8797749207906754
68|807|0.8682785358832619
68|499|0.8610263647724213
68|417|0.8483080269045639
69|333|0.9227382060944775
69|785|0.9130254614258039
69|663|0.9125077168294866
69|223|0.9088709619042494
69|88|0.9065888576125508
70|328|0.8463620981002349
70|799|0.8393040828106275
70|842|0.831812080054681
70|183|0.8086210625739212
70|600|0.7991649398907551
71|204|0.9112349179492164
71|9|0.8939885870789225
71|251|0.8577300867405874
71|980|0.84685444940624
71|227|0.8464374927378018
72|156|0.9112599059685783
72|194|0.8991909597932131
72|372|0.8826831457305337
72|562|0.8814415144756641
72|568|0.8813503032556821
73|527|0.9182769060973643
73|214|0.8724106049067848
73|760|0.8718179724791304
73|41|0.8671492857732443
73|632|0.8467412030940862
74|140|0.956177306705454
74|779|0.9408650826702467
74|605|0.9387886069595057
74|207|0.9326182736100818
74|270|0.9245035297213158
75|765|0.9189605191372769
75|984|0.8907822023585669
75|569|0.8810178324036305
75|528|0.8754028148071527
75|472|0.8734585199796898
76|172|0.9318258975645706
76|338|0.9061014359357135
76|748|0.8793618631503193
76|541|0.8790274274948131
76|379|0.8789488187017657
77|602|0.9039907734396642
77|759|0.8985951530552682
77|769|0.8867464911325295
77|136|0.8863038270286739
77|128|0.882704938240869
78|293|0.899849059654524
78|507|0.8777578627583116
78|875|0.8692558340078375
78|493|0.8679697327405818
78|456|0.8670007860304927
79|454|0.9066886111718033
79|554|0.9008603376219387
79|640|0.8935568516271899
79|100|0.8820227800208784
79|225|0.8817251162941909
80|262|0.8500063895722727
80|917|0.8440498890030137
80|531|0.8392179077856984
80|27|0.8313875378059884
80|573|0.8313415300934284
81|431|0.8979962964168122
81|16|0.8897676316078084
81|866|0.8823758774552939
81|268|0.8450833774441081
81|482|0.8445768559928695
82|352|0.9027423437495934
82|308|0.8979819447605097
82|615|0.8961481857585433
82|194|0.8951783596226306
82|570|0.8949204542914128
83|571|0.9199273011939384
83|425|0.8902529405168251
83|301|0.8887693188905342
83|469|0.8832769325545139
83|563|0.880714154179199
84|472|0.9121872912911985
84|984|0.908420910363996
84|304|0.898398474033709
84|156|0.8927614095689007
84|96|0.8919495574754659
85|509|0.9125834848981097
85|302|0.9041142797205887
85|488|0.899989436612395
85|35|0.8969590585803296
85|28|0.8891599092274096
86|511|0.8325490230270605
86|150|0.8304017224059267
86|340|0.8212583145011529
86|875|0.8184476573573077
86|155|0.8168939443758693
87|840|0.9254607425141523
87|374|0.9252469492509965
87|575|0.9091204065510378
87|54|0.9067417545668182
87|586|0.9038785285647185
88|333|0.9478090328948403
88|104|0.9367639555625963
88|785|0.9299379583304883
88|216|0.9298369481717981
88|255|0.9270715597984767
89|474|0.9335943794519254
89|376|0.8963999694775099
89|423|0.8837020318505143
89|227|0.8747842464106422
89|23|0.8581743904055394
90|846|0.9023801373032919
90|124|0.9000134803997308
90|795|0.8988386044568321
90|730|0.897960634709331
90|848|0.8978596695472407
92|742|0.8585584743597835
92|382|0.8580814063680713
92|882|0.8463705077172549
92|879|0.8442384629412122
92|407|0.8428606974261665
93|842|0.8788154643326739
93|12|0.8570710775934124
93|447|0.836470914487007
93|295|0.8312616074343395
93|122|0.8242603778607698
94|281|0.9311392191553876
94|372|0.9294190374873411
94|803|0.9235295118401109
94|359|0.9082348869661468
94|52|0.8875421604146003
95|434|0.9421656400253078
95|494|0.9407191554376255
95|733|0.9402268369868563
95|990|0.9172333730310166
95|836|0.9155222883197117
96|994|0.8920098587560098
96|84|0.8919495574754659
96|324|0.8884437410557617
96|171|0.8880309278110632
96|205|0.8875284047398934
97|290|0.9156451168637899
97|850|0.9089225655538001
97|117|0.8992314436844948
97|30|0.8951085625640344
97|36|0.8797043600549096
98|423|0.8176606843775767
98|479|0.8044258610097128
98|839|0.804238626568673
98|227|0.800111667233033
98|474|0.7990887812274121
99|722|0.9082419915637125
99|206|0.8819459680370103
99|162|0.8705605141548619
99|769|0.8650069090646254
99|556|0.8647275150452367
100|79|0.8820227800208784
100|627|0.8811279199287945
100|640|0.8748099713186599
100|805|0.869036413044686
100|454|0.8688212116217312
101|970|0.8451221421146266
101|417|0.8352910082407359
101|955|0.8050975113164784
101|951|0.8044220777304598
101|804|0.8036378298437978
102|747|0.9422296865020927
102|174|0.9380401924102991
102|65|0.9338501318412911
102|429|0.9302992336576741
102|870|0.9232041157614396
103|695|0.8776744617518351
103|257|0.8689023921760602
103|422|0.8367376998990192
103|47|0.8263741788568109
103|490|0.8247119625241183
104|333|0.9496634013850984
104|785|0.9444119829732437
104|216|0.9439277557227318
104|88|0.9367639555625963
104|135|0.9352679647671353
105|46|0.9372629013272575
105|381|0.9221124586381433
105|534|0.9177942833541537
105|932|0.9127563680153755
105|902|0.9068747400617535
106|649|0.8695757700805803
106|771|0.8692363588459413
106|617|0.8636811277361952
106|82|0.855513758081395
106|864|0.8477785737737328
107|588|0.851848601094954
107|709|0.8224461317224634
107|711|0.8094765809393416
107|374|0.8034315951956941
107|828|0.8024094507125604
108|192|0.8845833760217199
108|769|0.8799542842269328
108|759|0.8739896240361589
108|136|0.8627146464572707
108|206|0.8604758034942284
109|133|0.4541241452319315
109|403|0.41666666666666674
109|636|0.39433756729740643
109|770|0.39433756729740643
109|744|0.39433756729740643
110|151|0.9083873068250132
110|527|0.8902241380730047
110|465|0.8695503411178906
110|553|0.8443095815315713
110|647|0.8363886858486875
111|293|0.8946199765759477
111|456|0.8898168160681953
111|296|0.8895975620832567
111|608|0.8849242880535646
111|507|0.8794302104832313
112|861|0.89614739634332
112|876|0.8741313858089506
112|464|0.8671002030679515
112|886|0.8524596026910785
112|387|0.8460808734713243
113|824|0.8635992950047114
113|59|0.849709799842774
113|451|0.8380228714038929
113|726|0.8266737735482605
113|517|0.8196381856664567
114|341|0.919647694047834
114|309|0.9129526490752291
114|375|0.9021789221855927
114|279|0.9000441122411031
114|846|0.8975981839568257
115|797|0.8635396366420641
115|856|0.833796001101619
115|633|0.8303638706654424
115|717|0.8230137204098565
115|187|0.8164502566703138
116|363|0.9058532596988979
116|759|0.89411687665501
116|556|0.8635326876294926
116|769|0.8561775366348341
116|602|0.8529811771082013
117|247|0.9223709209313483
117|290|0.9006760624173789
117|97|0.8992314436844948
117|36|0.8841432433378286
117|268|0.8826702396750592
118|499|0.9407187757720092
118|295|0.9338245362819498
118|804|0.9309566875188736
118|566|0.9259667944459309
118|129|0.9216792493844685
119|664|0.9021285686358689
119|813|0.9010922462967694
119|612|0.8999993048499121
119|489|0.8979720984266415
119|486|0.8950048683499178
120|569|0.8349290116276575
120|75|0.8271669538799054
120|765|0.820354033281695
120|847|0.807947499975982
120|516|0.8076917139949591
121|263|0.899705619317461
121|299|0.8968501879170132
121|300|0.8951663700901823
121|475|0.8946730922658154
121|949|0.8904841483469287
122|295|0.928813057349771
122|237|0.9125225076254497
122|499|0.9110265037244181
122|3|0.9099051172371004
122|186|0.9053453386980747
123|451|0.8721700166305485
123|215|0.8691401487497813
123|509|0.8556007293801927
123|903|0.8540021505425175
123|923|0.8431497684505093
124|573|0.9044383118788615
124|309|0.9041102282411917
124|793|0.9026415302818276
124|90|0.9000134803997308
124|846|0.899604266422354
125|176|0.9234936133707485
125|705|0.9173738188492285
125|514|0.9160789945576442
125|921|0.911071139123266
125|663|0.909340801328385
126|60|0.9065990575606848
126|2|0.8719418646751936
126|56|0.8577744488861782
126|558|0.8570950233662102
126|828|0.8405318048574539
127|298|0.8682277681887585
127|573|0.8653983012915172
127|90|0.8652735727821861
127|124|0.8643526387617271
127|375|0.8641165179762639
128|77|0.882704938240869
128|769|0.8824266545508197
128|136|0.8779536976463355
128|759|0.866134965197851
128|756|0.8614477101330018
129|118|0.9216792493844685
129|287|0.9153269938098174
129|295|0.9125430085941686
129|566|0.9117277909085556
129|499|0.9092459807362266
130|385|0.5
130|130|0.5
130|560|0.4980694691784169
130|738|0.4980694691784169
130|406|0.4980694691784169
131|571|0.900557555767888
131|301|0.877805630125239
131|534|0.8769777583367897
131|222|0.8675764148068524
131|469|0.8674645875850262
132|540|0.9408571423244974
132|422|0.9258196556964703
132|490|0.8985769207826535
132|200|0.8925529348461656
132|992|0.88423432224008
133|403|0.4541241452319315
133|109|0.4541241452319315
133|847|0.4360521018838126
133|143|0.42677669529663687
133|721|0.42677669529663687
134|859|0.4981358638191601
134|985|0.4964055637033167
134|404|0.49562319925802145
134|756|0.4946619132141902
134|727|0.4937233678161303
135|104|0.9352679647671353
135|520|0.9243358449371031
135|719|0.923323265904887
135|637|0.9198228858734365
135|743|0.9167289774779339
136|769|0.9130931769388855
136|759|0.9101260950855214
136|722|0.8958383952860478
136|556|0.8894056713639185
136|77|0.8863038270286739
137|769|0.8842374086128826
137|581|0.8831848752373077
137|759|0.875169158931675
137|722|0.8725622582387538
137|206|0.866933093573397
138|993|0.9055135172118738
138|650|0.904516907281774
138|989|0.8869580657706714
138|713|0.881350134591345
138|40|0.880094548562244
139|522|0.47453190462230777
139|511|0.46869265018459644
139|51|0.44579893443847873
139|675|0.44425235028716326
139|591|0.4352492269924436
140|74|0.956177306705454
140|802|0.9347883927368892
140|779|0.9248785706960854
140|270|0.9208386878776471
140|207|0.9189708627530835
141|203|0.9073636821191619
141|860|0.8981387575637055
141|125|0.8833765299796925
141|921|0.8809717520365504
141|275|0.8786786070805223
142|142|0.5
142|167|0.5
142|873|0.5
142|989|0.49976918100516843
142|699|0.4992601345125417
143|814|0.5
143|620|0.5
143|399|0.5
143|530|0.5
143|625|0.5
144|278|0.9033277865612775
144|176|0.8970334542238118
144|612|0.889026371549298
144|187|0.8838850908862715
144|603|0.8783583376855271
145|20|0.9229752891312103
145|420|0.8994012827407393
145|861|0.8924669632051442
145|165|0.8834859012440839
145|886|0.8736806531931606
146|484|0.9209340439927592
146|808|0.9198179864226087
146|711|0.9160919653805863
146|238|0.9061107097788677
146|158|0.8949246059341678
147|175|0.9175623324320579
147|269|0.8998383714656177
147|121|0.8859790725927958
147|388|0.8848228010289005
147|31|0.8847128901107717
148|846|0.9224705206249096
148|26|0.9097283814218964
148|418|0.9078573522457751
148|375|0.9078562040228451
148|211|0.907782710289589
149|482|0.8558139796036578
149|259|0.8553711024127174
149|111|0.8505942900139298
149|456|0.8489281605775563
149|608|0.8430787466411216
150|590|0.8519337297358707
150|86|0.8304017224059267
